2025.118.01:00:00;APEX Database Weather Data for Timerange of c251z
2025.118.01:00:00;The format is wx/temp[C],press[mbar],humid[%],speed[m/s],direction[deg],pwv[mm]
2025.118.02:40:00/wx/-3.20,555.6,13.2,3.84,329,0.57
2025.118.02:41:00/wx/-3.10,555.6,13.0,3.74,326,0.56
2025.118.02:42:00/wx/-3.10,555.6,12.9,3.60,320,0.56
2025.118.02:43:00/wx/-3.50,555.6,13.0,4.01,325,0.54
2025.118.02:44:00/wx/-3.70,555.6,13.1,3.94,326,0.55
2025.118.02:45:00/wx/-3.50,555.6,12.7,4.35,335,0.54
2025.118.02:46:00/wx/-3.32,555.6,12.5,3.99,328,0.54
2025.118.02:47:00/wx/-3.30,555.6,12.6,4.13,324,0.55
2025.118.02:48:00/wx/-3.20,555.6,12.7,4.30,330,0.54
2025.118.02:49:00/wx/-3.10,555.6,12.5,4.55,333,0.53
2025.118.02:50:00/wx/-3.00,555.6,12.1,3.62,332,0.54
2025.118.02:51:00/wx/-3.10,555.6,12.1,4.11,327,0.54
2025.118.02:52:00/wx/-3.30,555.6,12.5,4.18,330,0.53
2025.118.02:53:00/wx/-3.30,555.6,12.5,4.02,329,0.54
2025.118.02:54:00/wx/-3.30,555.6,12.5,4.43,326,0.54
2025.118.02:55:00/wx/-3.20,555.7,12.4,3.97,330,0.56
2025.118.02:56:00/wx/-3.19,555.6,12.3,3.71,333,0.55
2025.118.02:57:00/wx/-3.60,555.6,12.8,4.25,325,0.55
2025.118.02:58:00/wx/-3.40,555.6,12.6,3.57,329,0.55
2025.118.02:59:00/wx/-3.30,555.6,12.5,4.03,331,0.55
2025.118.03:00:00/wx/-3.37,555.6,12.7,3.89,328,0.55
2025.118.03:01:00/wx/-3.31,555.6,12.5,3.09,345,0.55
2025.118.03:02:00/wx/-3.20,555.6,12.4,3.99,332,0.55
2025.118.03:03:00/wx/-3.20,555.6,12.4,3.89,329,0.55
2025.118.03:04:00/wx/-3.50,555.6,12.8,4.03,312,0.56
2025.118.03:05:00/wx/-3.53,555.6,12.7,3.70,339,0.57
2025.118.03:06:00/wx/-3.67,555.6,12.9,3.89,320,0.57
2025.118.03:07:00/wx/-3.69,555.6,13.0,3.11,329,0.57
2025.118.03:08:00/wx/-3.60,555.6,12.6,4.09,333,0.56
2025.118.03:09:00/wx/-3.50,555.6,12.3,3.83,338,0.56
2025.118.03:10:00/wx/-3.30,555.6,12.0,3.23,330,0.57
2025.118.03:11:00/wx/-3.40,555.6,12.0,3.97,336,0.55
2025.118.03:12:00/wx/-3.40,555.6,11.8,4.40,330,0.56
2025.118.03:13:00/wx/-3.56,555.6,11.7,3.13,326,0.57
2025.118.03:14:00/wx/-3.80,555.6,12.4,3.93,327,0.56
2025.118.03:15:00/wx/-3.80,555.6,12.2,3.60,329,0.56
2025.118.03:16:00/wx/-3.99,555.6,12.3,3.77,333,0.57
2025.118.03:17:00/wx/-3.93,555.6,12.2,3.76,314,0.56
2025.118.03:18:00/wx/-3.74,555.6,11.9,3.15,332,0.57
2025.118.03:19:00/wx/-3.50,555.6,11.2,3.42,335,0.57
2025.118.03:20:00/wx/-3.50,555.6,11.1,3.82,328,0.57
2025.118.03:21:00/wx/-3.60,555.6,11.2,3.25,324,0.56
2025.118.03:22:00/wx/-3.70,555.6,11.4,3.43,325,0.56
2025.118.03:23:00/wx/-3.60,555.6,11.1,3.34,327,0.55
2025.118.03:24:00/wx/-3.50,555.6,10.9,3.32,327,0.55
2025.118.03:25:00/wx/-3.64,555.6,11.0,3.75,320,0.55
2025.118.03:26:00/wx/-3.60,555.6,11.0,3.92,327,0.55
2025.118.03:27:00/wx/-3.73,555.6,11.1,4.22,328,0.55
2025.118.03:28:00/wx/-3.60,555.6,11.0,4.32,339,0.55
2025.118.03:29:00/wx/-3.50,555.6,10.9,3.97,331,0.55
2025.118.03:30:00/wx/-3.46,555.6,10.8,4.68,334,0.54
2025.118.03:31:00/wx/-3.50,555.6,10.9,4.34,340,0.54
2025.118.03:32:00/wx/-3.38,555.6,10.8,3.72,342,0.54
2025.118.03:33:00/wx/-3.30,555.6,10.8,3.79,335,0.54
2025.118.03:34:00/wx/-3.49,555.5,10.9,3.30,332,0.54
2025.118.03:35:00/wx/-3.30,555.6,10.7,3.56,339,0.54
2025.118.03:36:00/wx/-3.40,555.6,11.0,3.73,336,0.54
2025.118.03:37:00/wx/-3.30,555.6,10.7,4.08,334,0.54
2025.118.03:38:00/wx/-3.50,555.6,10.7,3.77,337,0.54
2025.118.03:39:00/wx/-3.42,555.6,10.5,3.72,328,0.54
2025.118.03:40:00/wx/-3.85,555.6,10.9,3.82,334,0.54
2025.118.03:41:00/wx/-4.00,555.6,11.2,3.73,323,0.54
2025.118.03:42:00/wx/-3.87,555.6,11.2,4.02,331,0.55
2025.118.03:43:00/wx/-3.81,555.6,11.0,3.92,327,0.54
2025.118.03:44:00/wx/-3.49,555.5,10.6,4.30,339,0.54
2025.118.03:45:00/wx/-3.40,555.5,10.3,4.01,338,0.55
2025.118.03:46:00/wx/-3.30,555.5,10.2,4.23,337,0.54
2025.118.03:47:00/wx/-3.30,555.5,10.2,4.80,336,0.54
2025.118.03:48:00/wx/-3.38,555.5,10.1,4.95,343,0.54
2025.118.03:49:00/wx/-3.70,555.5,10.2,4.93,335,0.54
2025.118.03:50:00/wx/-3.90,555.5,10.4,4.13,335,0.54
2025.118.03:51:00/wx/-3.50,555.5,9.9,4.33,342,0.55
2025.118.03:52:00/wx/-3.30,555.5,9.7,4.34,341,0.55
2025.118.03:53:00/wx/-3.30,555.5,9.6,4.16,338,0.54
2025.118.03:54:00/wx/-3.30,555.4,9.6,3.89,337,0.54
2025.118.03:55:00/wx/-3.65,555.5,9.9,4.98,342,0.54
2025.118.03:56:00/wx/-3.20,555.5,9.2,3.73,344,0.54
2025.118.03:57:00/wx/-3.30,555.5,9.6,4.44,343,0.54
2025.118.03:58:00/wx/-3.20,555.4,9.3,4.50,338,0.54
2025.118.03:59:00/wx/-3.30,555.4,9.6,4.69,343,0.54
2025.118.04:00:00/wx/-3.34,555.4,9.5,5.22,336,0.53
2025.118.04:01:00/wx/-3.20,555.4,9.3,4.63,342,0.53
2025.118.04:02:00/wx/-3.10,555.4,8.9,4.86,341,0.53
2025.118.04:03:00/wx/-3.19,555.4,9.0,4.97,342,0.54
2025.118.04:04:00/wx/-3.23,555.4,9.0,4.60,344,0.54
2025.118.04:05:00/wx/-3.20,555.4,8.8,4.84,340,0.54
2025.118.04:06:00/wx/-3.20,555.4,8.6,5.53,353,0.53
2025.118.04:07:00/wx/-3.16,555.4,8.5,4.37,350,0.53
2025.118.04:08:00/wx/-3.20,555.4,8.8,4.81,338,0.54
2025.118.04:09:00/wx/-3.30,555.4,9.0,3.78,336,0.54
2025.118.04:10:00/wx/-3.50,555.4,9.3,4.64,339,0.54
2025.118.04:11:00/wx/-3.39,555.4,8.8,4.93,340,0.54
2025.118.04:12:00/wx/-3.40,555.4,8.9,4.38,341,0.54
2025.118.04:13:00/wx/-3.40,555.4,8.6,4.34,340,0.54
2025.118.04:14:00/wx/-3.17,555.4,8.3,4.03,338,0.54
2025.118.04:15:00/wx/-3.10,555.4,8.0,3.85,338,0.54
2025.118.04:16:00/wx/-3.11,555.4,7.9,4.33,340,0.54
2025.118.04:17:00/wx/-3.18,555.4,8.2,3.47,333,0.55
2025.118.04:18:00/wx/-3.71,555.4,8.7,4.35,339,0.54
2025.118.04:19:00/wx/-3.44,555.4,8.2,4.61,348,0.54
2025.118.04:20:00/wx/-3.42,555.4,8.2,4.01,336,0.54
2025.118.04:21:00/wx/-3.40,555.4,8.2,4.84,337,0.55
2025.118.04:22:00/wx/-3.34,555.4,8.0,4.21,341,0.54
2025.118.04:23:00/wx/-3.10,555.4,7.6,4.54,342,0.54
2025.118.04:24:00/wx/-3.10,555.4,7.6,4.12,341,0.55
2025.118.04:25:00/wx/-3.10,555.4,7.5,4.33,332,0.55
2025.118.04:26:00/wx/-3.02,555.4,7.2,4.34,330,0.55
2025.118.04:27:00/wx/-3.60,555.4,8.2,4.50,339,0.55
2025.118.04:28:00/wx/-3.50,555.4,8.2,4.36,344,0.54
2025.118.04:29:00/wx/-3.50,555.4,8.1,4.40,334,0.55
2025.118.04:30:00/wx/-3.40,555.4,8.2,4.41,339,0.55
2025.118.04:31:00/wx/-3.50,555.4,8.4,4.42,340,0.56
2025.118.04:32:00/wx/-3.44,555.4,8.4,4.32,343,0.55
2025.118.04:33:00/wx/-3.30,555.3,7.8,4.33,334,0.55
2025.118.04:34:00/wx/-3.20,555.4,7.5,4.15,338,0.55
2025.118.04:35:00/wx/-3.01,555.4,7.2,4.34,335,0.54
2025.118.04:36:00/wx/-3.12,555.3,7.2,4.44,345,0.54
2025.118.04:37:00/wx/-3.30,555.3,7.3,4.90,338,0.54
2025.118.04:38:00/wx/-3.20,555.3,7.3,4.13,333,0.55
2025.118.04:39:00/wx/-3.53,555.3,8.0,4.15,333,0.55
2025.118.04:40:00/wx/-3.31,555.3,7.7,4.13,338,0.54
2025.118.04:41:00/wx/-3.42,555.3,7.8,4.36,338,0.55
2025.118.04:42:00/wx/-3.44,555.3,7.7,4.79,340,0.55
2025.118.04:43:00/wx/-3.30,555.3,7.6,4.53,344,0.55
2025.118.04:44:00/wx/-3.10,555.3,7.1,4.23,336,0.56
2025.118.04:45:00/wx/-3.19,555.3,7.1,4.17,339,0.57
2025.118.04:46:00/wx/-3.52,555.3,7.7,4.21,339,0.57
2025.118.04:47:00/wx/-3.40,555.3,7.5,4.05,336,0.56
2025.118.04:48:00/wx/-3.30,555.3,7.4,4.53,345,0.55
2025.118.04:49:00/wx/-3.36,555.3,7.5,4.64,341,0.56
